Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
11/02/2021,Ages_25-39_yrs,47857926,21.5,21.5,41621584,70,60.9,21.2,21.2,5.2,8.8,21.2,9,2145072,941655
11/02/2021,Race_eth_Hispanic,32540638,19.8,14.6,28964319,51,45.4,19.1,14.7,7.1,9.4,19.1,9.3,2043962,865542
11/02/2021,Sex_Male,104919769,47.6,47.2,92527735,64.2,56.6,47.4,47,11.5,43.6,47.4,44,10652380,4594550
11/02/2021,Ages_65-74_yrs,31515885,14.2,14.2,28314689,95,88.8,14.4,14.4,29.3,33.9,14.4,33,8309837,3449134
11/02/2021,Race_eth_NHAsian,10565541,6.4,4.7,10162913,55.6,53.5,6.7,5.2,12.6,5.9,6.7,6.3,1281057,581112
11/02/2021,Sex_unknown,2001389,0.9,0.9,1461781,,,0.7,0.7,2.6,0.2,0.7,0.2,38293,17746
11/02/2021,Age_known,222465001,99.9,99.9,196718255,,,99.9,99.9,12.5,99.9,99.9,99.9,24491031,10465342
11/02/2021,Ages_12-15_yrs,9731420,4.4,4.4,8270018,57.5,48.9,4.2,4.2,0.2,0.1,4.2,0,18501,1560
11/02/2021,Race_eth_NHWhite,93088888,56.5,41.8,87182425,47.2,44.2,57.4,44.3,17.5,70.2,57.5,70.5,15290016,6548195
11/02/2021,Ages_50-64_yrs,54064018,24.3,24.3,48859396,84.9,76.8,24.8,24.8,10.9,21.8,24.9,23.8,5345968,2489387
11/02/2021,Race_eth_known,164653876,99.9,74,151771212,,,99.9,77.2,14.4,99.9,99.9,99.9,21773281,9284895
11/02/2021,Race_eth_NHBlack,16503059,10,7.4,14734749,40,35.8,9.7,7.5,9.8,6.6,9.7,6.8,1442267,634193
11/02/2021,Race_eth_NHMult_Oth,9995080,6.1,4.5,9004083,,,5.9,4.6,16.9,7,5.9,6.2,1522901,579469
11/02/2021,Ages_75+_yrs,21444328,9.6,9.6,19115613,93.6,83.5,9.7,9.7,32.9,25.7,9.7,23.9,6284921,2504550
11/02/2021,Ages_5-11_yrs,200980,0.1,0.1,125813,0.7,0.4,0.1,0.1,0,0,0,0,0,0
11/02/2021,Ages_<12yrs,226945,0.1,0.1,133150,0.5,0.3,0.1,0.1,0,0,0,0,0,0
11/02/2021,US,222473390,,100,196720373,67,59.3,,100,12.5,,100,,24491031,10465342
11/02/2021,Ages_16-17_yrs,5401410,2.4,2.4,4712538,64.4,56.2,2.4,2.4,0.4,0.1,2.4,0,16718,3117
11/01/2021,Ages_18-24_yrs,20380549,9.2,9.2,17363424,66.6,56.8,8.8,8.8,1.8,1.3,8.8,1.5,311170,144683
11/01/2021,Sex_known,220191913,99.9,99.1,195070264,,,99.9,99.3,12,99.9,99.9,99.9,23418484,9857666
11/01/2021,Ages_5-11_yrs,200501,0.1,0.1,125773,0.7,0.4,0.1,0.1,0,0,0,0,0,0
11/01/2021,Race_eth_known,164441077,99.9,74,151619109,,,99.9,77.1,13.8,99.9,99.9,99.9,20851178,8757693
11/01/2021,Race_eth_Hispanic,32499724,19.8,14.6,28929457,51,45.4,19.1,14.7,6.8,9.4,19.1,9.3,1958077,818344
11/01/2021,Ages_65-74_yrs,31467287,14.2,14.2,28293981,95,88.7,14.4,14.4,28.2,34,14.4,33,7978843,3256940
11/01/2021,Ages_<5yrs,21510,0,0,6161,0.1,0,0,0,0,0,0,0,0,0
11/01/2021,Race_eth_NHWhite,92966018,56.5,41.8,87107959,47.1,44.1,57.5,44.3,16.8,70.2,57.5,70.5,14639728,6170131
11/01/2021,Sex_Female,115412153,52.4,51.9,102635951,68.5,60.9,52.6,52.2,12.9,56.5,52.6,56.1,13223524,5529673
11/01/2021,Ages_40-49_yrs,31782586,14.3,14.3,28278946,77.9,69.3,14.4,14.4,6.9,8.3,14.4,8.8,1952735,869087
11/01/2021,Race_eth_NHNHOPI,509461,0.3,0.2,468889,54.9,50.5,0.3,0.2,8.4,0.2,0.3,0.2,39328,16240
11/01/2021,Ages_75+_yrs,21407331,9.6,9.6,19100473,93.5,83.4,9.7,9.7,31.5,25.7,9.7,23.9,6025774,2363992
11/01/2021,Race_eth_NHBlack,16477462,10,7.4,14711251,40,35.7,9.7,7.5,9.4,6.6,9.7,6.8,1375891,599268
11/01/2021,US,222188829,,100,196531166,66.9,59.2,,100,11.9,,100,,23454738,9874077
11/01/2021,Race_eth_unknown,57747733,35.1,26,44911976,,,29.6,22.9,5.8,12.5,29.6,12.7,2603560,1116384
11/01/2021,Race_eth_NHOther,6669461,4.1,3,5716168,,,3.8,2.9,13.3,3.6,3.8,3.2,756920,278937
11/01/2021,Ages_12-17_yrs,15117095,6.8,6.8,12967105,59.7,51.2,6.6,6.6,0.3,0.1,6.6,0,34822,4594
11/01/2021,Ages_50-64_yrs,54007369,24.3,24.3,48824272,84.8,76.7,24.8,24.8,10.5,21.8,24.9,23.8,5102520,2349280
11/01/2021,Sex_Male,104779760,47.6,47.2,92434313,64.1,56.5,47.4,47,11,43.5,47.4,43.9,10194960,4327993
11/01/2021,Ages_12-15_yrs,9720143,4.4,4.4,8259196,57.5,48.8,4.2,4.2,0.2,0.1,4.2,0,18402,1590
11/01/2021,Ages_25-39_yrs,47791792,21.5,21.5,41567742,69.9,60.8,21.2,21.2,4.9,8.7,21.2,9,2048874,885501
11/01/2021,Ages_<12yrs,226435,0.1,0.1,133105,0.5,0.3,0.1,0.1,0,0,0,0,0,0
11/01/2021,Age_unknown,8385,0,0,2118,,,0,0,0,0,0,0,0,0
11/01/2021,Race_eth_NHMultiracial,3316332,2,1.5,3278245,45.2,44.7,2.2,1.7,21.8,3.4,2.2,3.1,714514,275626
11/01/2021,Race_eth_NHAIAN,1448041,0.9,0.7,1251188,59.5,51.4,0.8,0.6,11.6,0.7,0.8,0.6,144494,54934
11/01/2021,Sex_unknown,1996916,0.9,0.9,1460902,,,0.7,0.7,2.5,0.2,0.7,0.2,36254,16411
11/01/2021,Race_eth_NHAsian,10554578,6.4,4.8,10155952,55.6,53.5,6.7,5.2,12.1,5.9,6.7,6.2,1222226,544213
11/01/2021,Race_eth_NHMult_Oth,9985793,6.1,4.5,8994413,,,5.9,4.6,16.4,7.1,5.9,6.3,1471434,554563
11/01/2021,Age_known,222180444,99.9,99.9,196529048,,,99.9,99.9,11.9,99.9,99.9,99.9,23454738,9874077
11/01/2021,Ages_16-17_yrs,5396952,2.4,2.4,4707909,64.3,56.1,2.4,2.4,0.3,0.1,2.4,0,16420,3004
10/31/2021,Age_unknown,8379,0,0,2118,,,0,0,0,0,0,0,0,0
10/31/2021,Race_eth_NHMultiracial,3314349,2,1.5,3274914,45.1,44.6,2.2,1.7,21.1,3.5,2.2,3.2,689292,261433
10/31/2021,Sex_Male,104639552,47.6,47.2,92338516,64,56.5,47.4,47,10.6,43.5,47.4,43.8,9758166,4077437
10/31/2021,Race_eth_NHMult_Oth,9976610,6.1,4.5,8984069,,,5.9,4.6,15.9,7.1,5.9,6.4,1422583,531608
10/31/2021,Race_eth_NHNHOPI,508778,0.3,0.2,468250,54.8,50.4,0.3,0.2,8.1,0.2,0.3,0.2,37765,15458
10/31/2021,Age_known,221895173,99.9,99.9,196332778,,,99.9,99.9,11.5,99.9,99.9,99.9,22466700,9319781
10/31/2021,Sex_Female,115270764,52.4,51.9,102536174,68.4,60.8,52.6,52.2,12.4,56.5,52.6,56.2,12673967,5226758
10/31/2021,Ages_18-24_yrs,20355730,9.2,9.2,17340683,66.6,56.7,8.8,8.8,1.7,1.3,8.8,1.4,295460,135121
10/31/2021,Race_eth_NHWhite,92844253,56.5,41.8,87030341,47,44.1,57.5,44.3,16.1,70.2,57.5,70.3,14013496,5809340
10/31/2021,Ages_12-17_yrs,15101137,6.8,6.8,12948928,59.7,51.2,6.6,6.6,0.3,0.2,6.6,0,34363,4423
10/31/2021,Race_eth_Hispanic,32458344,19.8,14.6,28892117,50.9,45.3,19.1,14.7,6.5,9.4,19.1,9.4,1877734,776002
10/31/2021,Race_eth_unknown,57674080,35.1,26,44874585,,,29.6,22.9,5.6,12.5,29.6,12.8,2496985,1058014
10/31/2021,Ages_25-39_yrs,47724206,21.5,21.5,41511470,69.8,60.7,21.1,21.1,4.7,8.7,21.2,8.9,1955008,829350
10/31/2021,Ages_5-11_yrs,200107,0.1,0.1,125724,0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/31/2021,Race_eth_NHAIAN,1446029,0.9,0.7,1249836,59.4,51.3,0.8,0.6,11.2,0.7,0.8,0.6,139284,52941
10/31/2021,Race_eth_NHAsian,10543480,6.4,4.8,10148590,55.5,53.4,6.7,5.2,11.5,5.8,6.7,6.2,1164896,508758
10/31/2021,Ages_16-17_yrs,5392467,2.4,2.4,4702833,64.3,56.1,2.4,2.4,0.3,0.1,2.4,0,16104,2856
10/31/2021,Sex_known,219910316,99.9,99.1,194874690,,,99.9,99.3,11.5,99.9,99.9,99.9,22432133,9304195
10/31/2021,Sex_unknown,1993236,0.9,0.9,1460206,,,0.7,0.7,2.4,0.2,0.7,0.2,34567,15586
10/31/2021,Ages_12-15_yrs,9708670,4.4,4.4,8246095,57.4,48.8,4.2,4.2,0.2,0.1,4.2,0,18259,1567
10/31/2021,Race_eth_NHOther,6662261,4.1,3,5709155,,,3.8,2.9,12.9,3.7,3.8,3.3,733291,270175
10/31/2021,Race_eth_NHBlack,16451959,10,7.4,14687027,39.9,35.6,9.7,7.5,9,6.6,9.7,6.9,1313957,567660
10/31/2021,Ages_<12yrs,226011,0.1,0.1,133054,0.5,0.3,0.1,0.1,0,0,0,0,0,0
10/31/2021,Ages_<5yrs,21486,0,0,6159,0.1,0,0,0,0,0,0,0,0,0
10/31/2021,Race_eth_known,164229453,99.9,74,151460230,,,99.9,77.1,13.2,99.9,99.9,99.9,19969715,8261767
10/31/2021,Ages_65-74_yrs,31418013,14.2,14.2,28273518,95,88.7,14.4,14.4,27.1,34.1,14.4,33,7659291,3076821
10/31/2021,US,221903552,,100,196334896,66.8,59.1,,100,11.5,,100,,22466700,9319781
10/31/2021,Ages_40-49_yrs,31747018,14.3,14.3,28250408,77.8,69.3,14.4,14.4,6.6,8.3,14.4,8.7,1863564,813655
10/31/2021,Ages_50-64_yrs,53950050,24.3,24.3,48788056,84.7,76.6,24.8,24.8,10,21.7,24.9,23.7,4865996,2209230
10/31/2021,Ages_75+_yrs,21373008,9.6,9.6,19086661,93.3,83.3,9.7,9.7,30.4,25.8,9.7,24.2,5793018,2251181
10/30/2021,Sex_known,219810126,99.9,99.1,194804021,,,99.9,99.3,11.4,99.9,99.9,99.9,22164729,9439668
10/30/2021,Race_eth_Hispanic,32441273,19.8,14.6,28875253,50.9,45.3,19.1,14.7,6.4,9.4,19.1,9.4,1852619,784340
10/30/2021,Ages_65-74_yrs,31402738,14.2,14.2,28267916,95,88.7,14.4,14.4,26.8,34.2,14.4,33.2,7583473,3135586
10/30/2021,Race_eth_unknown,57649196,35.1,26,44861540,,,29.6,22.9,5.5,12.5,29.6,12.8,2471274,1074940
10/30/2021,Ages_<12yrs,225976,0.1,0.1,133044,0.5,0.3,0.1,0.1,0,0,0,0,0,0
10/30/2021,Race_eth_NHAIAN,1445555,0.9,0.7,1249474,59.4,51.3,0.8,0.6,11.1,0.7,0.8,0.6,138011,53895
10/30/2021,Race_eth_NHOther,6660128,4.1,3,5707068,,,3.8,2.9,12.8,3.7,3.8,3.3,727383,278084
10/30/2021,Ages_12-15_yrs,9704635,4.4,4.4,8240494,57.4,48.7,4.2,4.2,0.2,0.1,4.2,0,18184,1604
10/30/2021,Sex_Male,104589546,47.6,47.2,92302736,64,56.5,47.4,47,10.5,43.5,47.4,43.8,9641823,4136502
10/30/2021,Ages_12-17_yrs,15095263,6.8,6.8,12940906,59.7,51.1,6.6,6.6,0.3,0.2,6.6,0,34152,4493
10/30/2021,Ages_40-49_yrs,31733540,14.3,14.3,28239491,77.8,69.2,14.4,14.4,6.5,8.3,14.4,8.6,1834279,816052
10/30/2021,Ages_16-17_yrs,5390628,2.4,2.4,4700412,64.3,56,2.4,2.4,0.3,0.1,2.4,0,15968,2889
10/30/2021,Ages_18-24_yrs,20346476,9.2,9.2,17331859,66.5,56.7,8.8,8.8,1.7,1.3,8.8,1.4,289752,134877
10/30/2021,Race_eth_known,164153910,99.9,74,151402471,,,99.9,77.1,13,99.9,99.9,99.9,19727841,8380646
10/30/2021,Race_eth_NHWhite,92803551,56.5,41.8,87005808,47,44.1,57.5,44.3,15.9,70.2,57.5,70.4,13850665,5896706
10/30/2021,Race_eth_NHMultiracial,3313694,2,1.5,3273627,45.1,44.6,2.2,1.7,20.8,3.5,2.2,3.1,681161,263852
10/30/2021,Ages_25-39_yrs,47699818,21.5,21.5,41490362,69.7,60.7,21.1,21.1,4.6,8.7,21.2,8.8,1924652,834273
10/30/2021,Sex_unknown,1992999,0.9,0.9,1460071,,,0.7,0.7,2.4,0.2,0.7,0.2,34386,15918
10/30/2021,US,221803125,,100,196264092,66.8,59.1,,100,11.3,,100,,22199115,9455586
10/30/2021,Sex_Female,115220580,52.4,51.9,102501285,68.4,60.8,52.6,52.2,12.2,56.5,52.6,56.2,12522906,5303166
10/30/2021,Age_known,221794747,99.9,99.9,196261974,,,99.9,99.9,11.3,99.9,99.9,99.9,22199115,9455586
10/30/2021,Ages_75+_yrs,21363514,9.6,9.6,19083583,93.3,83.3,9.7,9.7,30.1,25.9,9.7,24.4,5746013,2308116
10/30/2021,Ages_<5yrs,21480,0,0,6158,0.1,0,0,0,0,0,0,0,0,0
10/30/2021,Ages_5-11_yrs,200079,0.1,0.1,125715,0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/30/2021,Ages_50-64_yrs,53927422,24.3,24.3,48774813,84.7,76.6,24.9,24.9,9.8,21.6,24.9,23.5,4786794,2222189
10/30/2021,Race_eth_NHBlack,16442969,10,7.4,14677799,39.9,35.6,9.7,7.5,8.8,6.6,9.7,6.9,1297931,578429
10/30/2021,Race_eth_NHNHOPI,508555,0.3,0.2,468018,54.8,50.4,0.3,0.2,8,0.2,0.3,0.2,37327,15785
10/30/2021,Age_unknown,8378,0,0,2118,,,0,0,0,0,0,0,0,0
10/30/2021,Race_eth_NHAsian,10538185,6.4,4.8,10145424,55.5,53.4,6.7,5.2,11.3,5.8,6.7,6.1,1142744,509555
10/30/2021,Race_eth_NHMult_Oth,9973822,6.1,4.5,8980695,,,5.9,4.6,15.7,7.1,5.9,6.5,1408544,541936
10/29/2021,Race_eth_NHMult_Oth,9968215,6.1,4.5,8974231,,,5.9,4.6,15.4,7.2,5.9,6.5,1379985,520542
10/29/2021,Ages_75+_yrs,21347321,9.6,9.6,19077625,93.2,83.3,9.7,9.7,29.6,26.1,9.7,24.7,5648055,2229377
10/29/2021,Race_eth_NHWhite,92737353,56.5,41.8,86964549,47,44.1,57.5,44.3,15.6,70.3,57.5,70.6,13531525,5638858
10/29/2021,Sex_Male,104507172,47.6,47.2,92243065,63.9,56.4,47.4,47,10.2,43.5,47.4,43.8,9408487,3946119
10/29/2021,Ages_50-64_yrs,53889256,24.3,24.3,48750717,84.7,76.6,24.9,24.9,9.5,21.4,24.9,23.2,4627322,2091092
10/29/2021,Ages_<12yrs,225897,0.1,0.1,133028,0.5,0.3,0.1,0.1,0,0,0,0,0,0
10/29/2021,Race_eth_NHOther,6655647,4.1,3,5702763,,,3.8,2.9,12.5,3.7,3.8,3.4,713872,268324
10/29/2021,Race_eth_NHMultiracial,3312568,2,1.5,3271468,45.1,44.6,2.2,1.7,20.4,3.5,2.2,3.2,666113,252218
10/29/2021,Race_eth_NHAIAN,1444908,0.9,0.7,1249037,59.3,51.3,0.8,0.6,10.9,0.7,0.8,0.7,136390,52856
10/29/2021,Race_eth_NHBlack,16427683,10,7.4,14662680,39.9,35.6,9.7,7.5,8.6,6.6,9.7,6.9,1262895,549585
10/29/2021,Ages_12-17_yrs,15082938,6.8,6.8,12925474,59.6,51.1,6.6,6.6,0.3,0.2,6.6,0,33808,4307
10/29/2021,Sex_known,219643768,99.9,99.1,194684739,,,99.9,99.3,11.1,99.9,99.9,99.9,21628177,9005355
10/29/2021,Ages_<5yrs,21469,0,0,6155,0.1,0,0,0,0,0,0,0,0,0
10/29/2021,Ages_25-39_yrs,47662016,21.5,21.5,41458021,69.7,60.6,21.1,21.1,4.5,8.6,21.2,8.7,1867085,788272
10/29/2021,Race_eth_NHAsian,10530141,6.4,4.8,10140023,55.4,53.4,6.7,5.2,10.9,5.7,6.7,5.9,1100105,474758
10/29/2021,Ages_12-15_yrs,9695522,4.4,4.4,8229154,57.3,48.7,4.2,4.2,0.2,0.1,4.2,0,18082,1557
10/29/2021,Ages_65-74_yrs,31376554,14.2,14.2,28257345,95,88.6,14.4,14.4,26.3,34.3,14.4,33.4,7430907,3013006
10/29/2021,Ages_16-17_yrs,5387416,2.4,2.4,4696320,64.2,56,2.4,2.4,0.3,0.1,2.4,0,15726,2750
10/29/2021,Ages_18-24_yrs,20332607,9.2,9.2,17318797,66.5,56.6,8.8,8.8,1.6,1.3,8.8,1.4,279630,126827
10/29/2021,Race_eth_Hispanic,32412144,19.8,14.6,28846786,50.8,45.2,19.1,14.7,6.2,9.3,19.1,9.3,1799045,740367
10/29/2021,Sex_Female,115136596,52.4,51.9,102441674,68.3,60.8,52.6,52.2,11.9,56.5,52.6,56.2,12219690,5059236
10/29/2021,Age_known,221627493,99.9,99.9,196142362,,,99.9,99.9,11.1,99.9,99.9,99.9,21661771,9020563
10/29/2021,Sex_unknown,1992101,0.9,0.9,1459741,,,0.7,0.7,2.3,0.2,0.7,0.2,33594,15208
10/29/2021,Race_eth_NHNHOPI,508145,0.3,0.2,467620,54.7,50.4,0.3,0.2,7.7,0.2,0.3,0.2,36145,14782
10/29/2021,US,221635869,,100,196144480,66.8,59.1,,100,11.1,,100,,21661771,9020563
10/29/2021,Ages_5-11_yrs,200011,0.1,0.1,125702,0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/29/2021,Ages_40-49_yrs,31710904,14.3,14.3,28221355,77.7,69.2,14.4,14.4,6.3,8.2,14.4,8.5,1774964,767682
10/29/2021,Age_unknown,8376,0,0,2118,,,0,0,0,0,0,0,0,0
10/29/2021,Race_eth_known,164028589,99.9,74,151304926,,,99.9,77.1,12.7,99.9,99.9,99.9,19246090,7991748
10/29/2021,Race_eth_unknown,57607261,35.1,26,44839473,,,29.6,22.9,5.4,12.6,29.6,12.9,2415681,1028815
10/28/2021,Age_unknown,8370,0,0,2116,,,0,0,0,0,0,0,0,0
10/28/2021,Sex_Female,114973018,52.4,52,102318641,68.2,60.7,52.6,52.2,11.3,56.4,52.6,56,11513320,4473978
10/28/2021,Ages_18-24_yrs,20306425,9.2,9.2,17293238,66.4,56.5,8.8,8.8,1.5,1.3,8.8,1.4,259786,110914
10/28/2021,Race_eth_known,163785949,99.9,74,151113199,,,99.9,77.1,12,99.9,99.9,99.9,18159024,7094205
10/28/2021,US,221308570,,100,195905714,66.7,59,,100,10.4,,100,,20437361,8006430
10/28/2021,Ages_16-17_yrs,5382412,2.4,2.4,4690360,64.2,55.9,2.4,2.4,0.3,0.1,2.4,0,15354,2498
10/28/2021,Ages_40-49_yrs,31667509,14.3,14.3,28185384,77.6,69.1,14.4,14.4,5.8,8.1,14.4,8.2,1645584,660174
10/28/2021,Race_eth_NHAIAN,1442265,0.9,0.7,1247123,59.2,51.2,0.8,0.6,10.4,0.7,0.8,0.7,129365,46701
10/28/2021,Race_eth_NHOther,6647347,4.1,3,5694582,,,3.8,2.9,12,3.8,3.8,3.5,683840,245544
10/28/2021,Ages_12-15_yrs,9680575,4.4,4.4,8210719,57.2,48.5,4.2,4.2,0.2,0.1,4.2,0,17919,1479
10/28/2021,Race_eth_NHMult_Oth,9957733,6.1,4.5,8962183,,,5.9,4.6,14.7,7.3,5.9,6.7,1318346,472113
10/28/2021,Age_known,221300200,99.9,99.9,195903598,,,99.9,99.9,10.4,99.9,99.9,99.9,20437361,8006430
10/28/2021,Sex_unknown,1986718,0.9,0.9,1458453,,,0.8,0.7,2.1,0.2,0.8,0.2,30951,12811
10/28/2021,Race_eth_Hispanic,32364874,19.8,14.6,28800969,50.8,45.2,19.1,14.7,5.9,9.3,19.1,9.2,1692887,654978
10/28/2021,Ages_5-11_yrs,199870,0.1,0.1,125663,0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/28/2021,Ages_65-74_yrs,31323275,14.2,14.2,28234037,95,88.5,14.4,14.4,25,34.6,14.4,33.8,7064555,2708805
10/28/2021,Ages_<12yrs,225705,0.1,0.1,132980,0.5,0.3,0.1,0.1,0,0,0,0,0,0
10/28/2021,Ages_75+_yrs,21310426,9.6,9.6,19062258,93,83.2,9.7,9.7,28.3,26.4,9.7,25.1,5389848,2012785
10/28/2021,Race_eth_NHWhite,92598966,56.5,41.8,86871562,46.9,44,57.5,44.3,14.7,70.3,57.5,70.4,12763879,4995499
10/28/2021,Ages_<5yrs,21425,0,0,6148,0.1,0,0,0,0,0,0,0,0,0
10/28/2021,Ages_12-17_yrs,15062987,6.8,6.8,12901079,59.5,51,6.6,6.6,0.3,0.2,6.6,0,33273,3977
10/28/2021,Ages_25-39_yrs,47584824,21.5,21.5,41391399,69.6,60.5,21.1,21.1,4.2,8.5,21.1,8.5,1739845,684150
10/28/2021,Sex_Male,104348834,47.6,47.2,92128620,63.8,56.4,47.4,47,9.7,43.6,47.4,44,8893090,3519641
10/28/2021,Race_eth_unknown,57522602,35.1,26,44792434,,,29.6,22.9,5.1,12.5,29.7,12.9,2278337,912225
10/28/2021,Race_eth_NHAsian,10517304,6.4,4.8,10130892,55.4,53.3,6.7,5.2,10.2,5.7,6.7,5.9,1027827,417644
10/28/2021,Race_eth_NHBlack,16397548,10,7.4,14633816,39.8,35.5,9.7,7.5,8.2,6.6,9.7,7,1192737,494239
10/28/2021,Ages_50-64_yrs,53819049,24.3,24.3,48703223,84.5,76.5,24.9,24.9,8.8,21.1,24.9,22.8,4304470,1825625
10/28/2021,Race_eth_NHNHOPI,507259,0.3,0.2,466654,54.6,50.3,0.3,0.2,7.3,0.2,0.3,0.2,33983,13031
10/28/2021,Race_eth_NHMultiracial,3310386,2,1.5,3267601,45.1,44.5,2.2,1.7,19.4,3.5,2.2,3.2,634506,226569
10/28/2021,Sex_known,219321852,99.9,99.1,194447261,,,99.9,99.3,10.5,99.9,99.9,99.9,20406410,7993619
10/27/2021,US,221010567,,100,195696258,66.6,58.9,,100,9.9,,100,,19331534,7421291
10/27/2021,Ages_65-74_yrs,31268475,14.1,14.1,28210952,95,88.5,14.4,14.4,23.7,34.6,14.4,33.6,6695444,2492381
10/27/2021,Race_eth_NHMult_Oth,9947940,6.1,4.5,8951937,,,5.9,4.6,14.1,7.3,5.9,6.8,1262389,448414
10/27/2021,Sex_unknown,1982007,0.9,0.9,1457342,,,0.8,0.7,2,0.1,0.8,0.2,28774,11575
10/27/2021,Race_eth_known,163567918,99.9,74,150945437,,,99.9,77.1,11.4,99.9,99.9,99.9,17182800,6582725
10/27/2021,Race_eth_NHWhite,92474057,56.5,41.8,86788919,46.9,44,57.5,44.3,13.9,70.2,57.5,70.1,12066163,4613774
10/27/2021,Sex_known,219028560,99.9,99.1,194238916,,,99.9,99.3,9.9,99.9,99.9,99.9,19302760,7409716
10/27/2021,Ages_40-49_yrs,31631520,14.3,14.3,28155080,77.5,69,14.4,14.4,5.5,8,14.4,8.4,1553290,621648
10/27/2021,Ages_<5yrs,21378,0,0,6142,0.1,0,0,0,0,0,0,0,0,0
10/27/2021,Ages_18-24_yrs,20281928,9.2,9.2,17269178,66.3,56.5,8.8,8.8,1.4,1.3,8.8,1.4,244832,104465
10/27/2021,Age_unknown,8364,0,0,2114,,,0,0,0,0,0,0,0,0
10/27/2021,Ages_25-39_yrs,47518002,21.5,21.5,41332856,69.5,60.4,21.1,21.1,4,8.5,21.1,8.8,1646034,650062
10/27/2021,Race_eth_unknown,57442630,35.1,26,44750740,,,29.6,22.9,4.8,12.5,29.7,12.7,2148734,838566
10/27/2021,Age_known,221002203,99.9,99.9,195694144,,,99.9,99.9,9.9,99.9,99.9,99.9,19331534,7421291
10/27/2021,Ages_50-64_yrs,53761245,24.3,24.3,48663659,84.5,76.4,24.9,24.9,8.3,21,24.9,23,4052599,1703296
10/27/2021,Ages_5-11_yrs,199784,0.1,0.1,125632,0.7,0.4,0.1,0.1,0,0,0,0,0,0
10/27/2021,Sex_Female,114826848,52.4,52,102211321,68.1,60.6,52.6,52.2,10.7,56.4,52.6,56.2,10895420,4166546
10/27/2021,Ages_75+_yrs,21269227,9.6,9.6,19045363,92.9,83.1,9.7,9.7,26.8,26.4,9.7,24.9,5106463,1845424
10/27/2021,Race_eth_NHOther,6639531,4.1,3,5687791,,,3.8,2.9,11.5,3.8,3.8,3.6,655859,235915
10/27/2021,Race_eth_Hispanic,32323239,19.8,14.6,28762897,50.7,45.1,19.1,14.7,5.6,9.3,19.1,9.3,1602444,614058
10/27/2021,Ages_12-17_yrs,15046239,6.8,6.8,12884115,59.5,50.9,6.6,6.6,0.3,0.2,6.6,0.1,32872,4015
10/27/2021,Race_eth_NHAIAN,1439417,0.9,0.7,1245133,59.1,51.1,0.8,0.6,9.7,0.7,0.8,0.6,120969,41186
10/27/2021,Ages_<12yrs,225567,0.1,0.1,132941,0.5,0.3,0.1,0.1,0,0,0,0,0,0
10/27/2021,Race_eth_NHMultiracial,3308409,2,1.5,3264146,45.1,44.5,2.2,1.7,18.6,3.5,2.2,3.2,606530,212499
10/27/2021,Race_eth_NHAsian,10507651,6.4,4.8,10124172,55.3,53.3,6.7,5.2,9.6,5.7,6.7,6,973956,394025
10/27/2021,Ages_16-17_yrs,5377574,2.4,2.4,4685513,64.1,55.8,2.4,2.4,0.3,0.1,2.4,0,15089,2464
10/27/2021,Ages_12-15_yrs,9668665,4.4,4.4,8198602,57.2,48.5,4.2,4.2,0.2,0.1,4.2,0,17783,1551
10/27/2021,Sex_Male,104201712,47.6,47.1,92027595,63.7,56.3,47.4,47,9.1,43.6,47.4,43.8,8407340,3243170
10/27/2021,Race_eth_NHNHOPI,506442,0.3,0.2,465948,54.5,50.2,0.3,0.2,6.9,0.2,0.3,0.2,32300,12358
10/27/2021,Race_eth_NHBlack,16369172,10,7.4,14606431,39.7,35.4,9.7,7.5,7.7,6.5,9.7,7,1124579,458910
10/26/2021,Ages_50-64_yrs,53702476,24.3,24.3,48626032,84.4,76.4,24.9,24.9,7.8,20.9,24.9,23.1,3812464,1564217
10/26/2021,Ages_75+_yrs,21225876,9.6,9.6,19028144,92.7,83.1,9.7,9.7,25.3,26.4,9.7,24.7,4808843,1675288
10/26/2021,Ages_<5yrs,21324,0,0,6135,0.1,0,0,0,0,0,0,0,0,0
10/26/2021,Sex_unknown,1977457,0.9,0.9,1456078,,,0.8,0.7,1.8,0.1,0.8,0.2,26579,10306
10/26/2021,Ages_25-39_yrs,47448404,21.5,21.5,41274611,69.4,60.4,21.1,21.1,3.8,8.5,21.1,8.9,1557306,604187
10/26/2021,Race_eth_NHMultiracial,3306338,2,1.5,3260649,45,44.4,2.2,1.7,17.8,3.6,2.2,3.3,578277,196005
10/26/2021,US,220703002,,100,195488289,66.5,58.9,,100,9.3,,100,,18220863,6774644
